Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2021,Franklin,WA,Passenger,117,95,212,61966,62178,0.34
May 31 2021,Grays Harbor,WA,Passenger,161,139,300,49368,49668,0.60
April 30 2021,New London,CT,Passenger,1,2,3,229,232,1.29
April 30 2021,Okaloosa,FL,Passenger,0,1,1,124,125,0.80
April 30 2021,Orange,CA,Passenger,4,3,7,439,446,1.57
April 30 2021,Orange,FL,Passenger,1,0,1,111,112,0.89
April 30 2021,Pacific,WA,Truck,0,0,0,7919,7919,0.00
April 30 2021,Philadelphia,PA,Passenger,1,0,1,53,54,1.85
April 30 2021,Pierce,WA,Truck,0,0,0,145979,145979,0.00
April 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
April 30 2021,Richmond,GA,Passenger,0,1,1,80,81,1.23
April 30 2021,Riverside,CA,Passenger,5,1,6,567,573,1.05
April 30 2021,Saginaw,MI,Passenger,2,0,2,10,12,16.67
April 30 2021,San Juan,WA,Truck,0,0,0,5909,5909,0.00
April 30 2021,San Mateo,CA,Passenger,1,1,2,101,103,1.94
May 31 2021,Yakima,WA,Passenger,211,145,356,169317,169673,0.21
June 30 2021,Benton,WA,Truck,0,0,0,43635,43635,0.00
June 30 2021,Chelan,WA,Truck,0,0,0,23129,23129,0.00
June 30 2021,Clark,WA,Passenger,2842,1421,4263,322613,326876,1.30
June 30 2021,Clark,WA,Truck,0,0,0,84345,84345,0.00
June 30 2021,Columbia,WA,Truck,0,0,0,1546,1546,0.00
February 28 2021,Fulton,GA,Passenger,0,2,2,85,87,2.30
February 28 2021,Houston,GA,Passenger,1,0,1,46,47,2.13
February 28 2021,Island,WA,Truck,0,0,0,21435,21435,0.00
February 28 2021,Jefferson,NY,Passenger,0,1,1,210,211,0.47
February 28 2021,King,WA,Passenger,28241,8440,36681,1365080,1401761,2.62
February 28 2021,Lincoln,WA,Truck,0,0,0,4689,4689,0.00
April 30 2021,Hennepin,MN,Passenger,2,0,2,76,78,2.56
April 30 2021,Juneau,AK,Passenger,0,1,1,26,27,3.70
April 30 2021,Kittitas,WA,Passenger,153,58,211,29984,30195,0.70
April 30 2021,Larimer,CO,Passenger,1,0,1,52,53,1.89
April 30 2021,Maui,HI,Passenger,1,0,1,27,28,3.57
April 30 2021,Milwaukee,WI,Passenger,1,0,1,39,40,2.50
May 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
May 31 2021,Prince William,VA,Passenger,1,1,2,211,213,0.94
May 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
May 31 2021,San Diego,CA,Passenger,16,6,22,2625,2647,0.83
May 31 2021,Skamania,WA,Passenger,43,32,75,8394,8469,0.89
February 28 2021,Deschutes,OR,Passenger,1,0,1,116,117,0.85
February 28 2021,Douglas,WA,Truck,0,0,0,12520,12520,0.00
February 28 2021,Duval,FL,Passenger,0,2,2,346,348,0.57
February 28 2021,El Dorado,CA,Passenger,1,0,1,32,33,3.03
February 28 2021,Gwinnett,GA,Passenger,1,0,1,69,70,1.43
April 30 2021,Stafford,VA,Passenger,2,1,3,98,101,2.97
April 30 2021,Suffolk,MA,Passenger,0,2,2,33,35,5.71
April 30 2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2021,Sumter,SC,Passenger,0,1,1,37,38,2.63
April 30 2021,Yamhill,OR,Passenger,1,0,1,35,36,2.78
May 31 2021,Bartow,GA,Passenger,0,1,1,3,4,25.00
May 31 2021,Benton,WA,Passenger,504,385,889,136124,137013,0.65
April 30 2021,Houston,GA,Passenger,1,0,1,46,47,2.13
April 30 2021,Jefferson,NY,Passenger,0,1,1,209,210,0.48
April 30 2021,King,WA,Passenger,29471,8745,38216,1369685,1407901,2.71
April 30 2021,Kings,NY,Passenger,1,0,1,66,67,1.49
April 30 2021,Kittitas,WA,Truck,0,0,0,14773,14773,0.00
April 30 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
June 30 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
June 30 2021,Denver,CO,Passenger,1,0,1,115,116,0.86
June 30 2021,District of Columbia,DC,Passenger,5,1,6,193,199,3.02
June 30 2021,Douglas,OR,Passenger,1,0,1,30,31,3.23
June 30 2021,El Paso,TX,Passenger,3,0,3,376,379,0.79
June 30 2021,Fresno,CA,Passenger,1,0,1,170,171,0.58
June 30 2021,Goochland,VA,Passenger,4,2,6,208,214,2.80
June 30 2021,Grays Harbor,WA,Truck,0,0,0,21445,21445,0.00
June 30 2021,Greene,MO,Passenger,0,1,1,28,29,3.45
June 30 2021,Gwinnett,GA,Passenger,1,0,1,63,64,1.56
February 28 2021,Mason,WA,Truck,0,0,0,21054,21054,0.00
February 28 2021,Monterey,CA,Passenger,0,1,1,149,150,0.67
February 28 2021,Morris,NJ,Passenger,1,0,1,16,17,5.88
February 28 2021,New York,NY,Passenger,1,0,1,52,53,1.89
February 28 2021,Norfolk,VA,Passenger,2,3,5,334,339,1.47
February 28 2021,Pierce,WA,Truck,0,0,0,145038,145038,0.00
February 28 2021,Putnam,TN,Passenger,0,1,1,2,3,33.33
April 30 2021,Montgomery,MD,Passenger,1,0,1,231,232,0.43
April 30 2021,Multnomah,OR,Passenger,2,5,7,649,656,1.07
April 30 2021,Nassau,NY,Passenger,4,0,4,25,29,13.79
April 30 2021,New Haven,CT,Passenger,0,2,2,32,34,5.88
April 30 2021,Okanogan,WA,Passenger,60,36,96,26415,26511,0.36
April 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
April 30 2021,Placer,CA,Passenger,2,0,2,79,81,2.47
April 30 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
April 30 2021,Ramsey,MN,Passenger,1,0,1,30,31,3.23
April 30 2021,Sacramento,CA,Passenger,2,0,2,230,232,0.86
February 28 2021,Jefferson,WA,Passenger,295,168,463,24792,25255,1.83
February 28 2021,Lake,FL,Passenger,1,0,1,20,21,4.76
February 28 2021,Missoula,MT,Passenger,1,0,1,63,64,1.56
May 31 2021,Hennepin,MN,Passenger,2,0,2,73,75,2.67
May 31 2021,Kittitas,WA,Passenger,155,62,217,29979,30196,0.72
May 31 2021,Klamath,OR,Passenger,1,0,1,29,30,3.33
May 31 2021,Klickitat,WA,Passenger,66,47,113,15241,15354,0.74
May 31 2021,Lewis,WA,Truck,0,0,0,26894,26894,0.00
May 31 2021,Lincoln,WA,Passenger,5,13,18,7735,7753,0.23
May 31 2021,Los Angeles,CA,Passenger,10,11,21,892,913,2.30
May 31 2021,Maricopa,AZ,Passenger,5,5,10,1160,1170,0.85
May 31 2021,Suffolk,MA,Passenger,0,2,2,33,35,5.71
May 31 2021,Sumter,SC,Passenger,0,1,1,37,38,2.63
May 31 2021,Thurston,WA,Passenger,1543,853,2396,198149,200545,1.19
May 31 2021,Walla Walla,WA,Passenger,110,72,182,36564,36746,0.50
May 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
June 30 2021,Allegheny,PA,Passenger,1,1,2,60,62,3.23
June 30 2021,Benton,WA,Passenger,518,394,912,136424,137336,0.66
February 28 2021,Okaloosa,FL,Passenger,0,1,1,130,131,0.76
February 28 2021,Pacific,WA,Truck,0,0,0,7828,7828,0.00
February 28 2021,Palm Beach,FL,Passenger,0,1,1,68,69,1.45
February 28 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
February 28 2021,Prince William,VA,Passenger,1,1,2,211,213,0.94
February 28 2021,Rockingham,NH,Passenger,1,0,1,24,25,4.00
February 28 2021,Rogers,OK,Passenger,1,0,1,5,6,16.67
February 28 2021,Suffolk,MA,Passenger,0,2,2,32,34,5.88
June 30 2021,Klickitat,WA,Truck,0,0,0,8301,8301,0.00
June 30 2021,Leavenworth,KS,Passenger,0,1,1,123,124,0.81
June 30 2021,Middlesex,MA,Passenger,1,1,2,95,97,2.06
June 30 2021,Montgomery,OH,Passenger,0,1,1,56,57,1.75
June 30 2021,Moore,NC,Passenger,0,1,1,131,132,0.76
June 30 2021,Okaloosa,FL,Passenger,0,1,1,115,116,0.86
April 30 2021,Mason,WA,Truck,0,0,0,21292,21292,0.00
April 30 2021,Middlesex,MA,Passenger,1,1,2,94,96,2.08
April 30 2021,Monterey,CA,Passenger,0,1,1,148,149,0.67
April 30 2021,Moore,NC,Passenger,0,1,1,137,138,0.72
April 30 2021,Okanogan,WA,Truck,0,0,0,16752,16752,0.00
April 30 2021,Pend Oreille,WA,Truck,0,0,0,5737,5737,0.00
April 30 2021,Pima,AZ,Passenger,2,1,3,296,299,1.00
April 30 2021,Platte,MO,Passenger,1,0,1,16,17,5.88
May 31 2021,Burlington,NJ,Passenger,0,1,1,128,129,0.78
May 31 2021,Calvert,MD,Passenger,0,2,2,88,90,2.22
May 31 2021,Clallam,WA,Passenger,321,208,529,50431,50960,1.04
May 31 2021,Cowlitz,WA,Truck,0,0,0,29141,29141,0.00
May 31 2021,Dakota,MN,Passenger,0,1,1,25,26,3.85
May 31 2021,DeKalb,GA,Passenger,1,0,1,56,57,1.75
May 31 2021,Fairfax,VA,Passenger,4,4,8,693,701,1.14
May 31 2021,Ferry,WA,Passenger,9,3,12,4373,4385,0.27
February 28 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
February 28 2021,Richmond,GA,Passenger,0,1,1,83,84,1.19
February 28 2021,Santa Cruz,CA,Passenger,1,0,1,31,32,3.12
February 28 2021,Skagit,WA,Truck,1,0,1,32856,32857,0.00
February 28 2021,Spartanburg,SC,Passenger,0,1,1,48,49,2.04
February 28 2021,Virginia Beach,VA,Passenger,3,0,3,627,630,0.48
February 28 2021,Whatcom,WA,Truck,3,0,3,43630,43633,0.01
February 28 2021,Yakima,WA,Truck,0,0,0,61152,61152,0.00
February 28 2021,Thurston,WA,Passenger,1383,811,2194,197265,199459,1.10
February 28 2021,Utah,UT,Passenger,0,1,1,122,123,0.81
February 28 2021,Williams,ND,Passenger,0,1,1,10,11,9.09
March 31 2021,Anchorage,AK,Passenger,1,0,1,144,145,0.69
June 30 2021,Philadelphia,PA,Passenger,1,0,1,49,50,2.00
June 30 2021,Pima,AZ,Passenger,2,1,3,280,283,1.06
June 30 2021,Pinellas,FL,Passenger,0,1,1,92,93,1.08
June 30 2021,Polk,FL,Passenger,1,0,1,55,56,1.79
June 30 2021,San Mateo,CA,Passenger,1,0,1,98,99,1.01
June 30 2021,Sarasota,FL,Passenger,2,0,2,27,29,6.90
June 30 2021,Stevens,WA,Passenger,45,45,90,30486,30576,0.29
June 30 2021,Stevens,WA,Truck,0,0,0,18951,18951,0.00
June 30 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
June 30 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
June 30 2021,Columbia,WA,Passenger,6,2,8,2468,2476,0.32
June 30 2021,Cowlitz,WA,Truck,0,0,0,29121,29121,0.00
June 30 2021,Cumberland,NC,Passenger,0,2,2,432,434,0.46
June 30 2021,Dakota,MN,Passenger,0,1,1,25,26,3.85
June 30 2021,Douglas,NE,Passenger,1,1,2,51,53,3.77
June 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,88,89,1.12
June 30 2021,Grays Harbor,WA,Passenger,168,144,312,49452,49764,0.63
May 31 2021,Houston,GA,Passenger,1,0,1,45,46,2.17
May 31 2021,Island,WA,Truck,0,0,0,21615,21615,0.00
May 31 2021,King,WA,Passenger,30054,8914,38968,1368864,1407832,2.77
May 31 2021,Klickitat,WA,Truck,0,0,0,8263,8263,0.00
May 31 2021,Larimer,CO,Passenger,1,0,1,51,52,1.92
April 30 2021,San Diego,CA,Passenger,16,6,22,2657,2679,0.82
April 30 2021,San Francisco,CA,Passenger,1,1,2,85,87,2.30
April 30 2021,Santa Clara,CA,Passenger,7,2,9,261,270,3.33
April 30 2021,Skamania,WA,Truck,0,0,0,4020,4020,0.00
April 30 2021,St. Clair,IL,Passenger,1,0,1,135,136,0.74
April 30 2021,Travis,TX,Passenger,2,3,5,159,164,3.05
April 30 2021,Walla Walla,WA,Passenger,108,71,179,36535,36714,0.49
April 30 2021,Walla Walla,WA,Truck,0,0,0,14050,14050,0.00
April 30 2021,Whitman,WA,Passenger,59,44,103,21993,22096,0.47
April 30 2021,Suffolk,VA,Passenger,1,0,1,124,125,0.80
April 30 2021,Ventura,CA,Passenger,1,1,2,274,276,0.72
April 30 2021,Virginia Beach,VA,Passenger,3,0,3,624,627,0.48
April 30 2021,Yakima,WA,Passenger,206,139,345,169236,169581,0.20
May 31 2021,Adams,WA,Passenger,11,9,20,13045,13065,0.15
May 31 2021,Albemarle,VA,Passenger,1,0,1,20,21,4.76
May 31 2021,Arapahoe,CO,Passenger,1,0,1,111,112,0.89
May 31 2021,Montgomery,PA,Passenger,1,0,1,24,25,4.00
May 31 2021,Pacific,WA,Passenger,43,47,90,16072,16162,0.56
May 31 2021,Pend Oreille,WA,Passenger,14,6,20,9276,9296,0.22
May 31 2021,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
May 31 2021,Randolph,NC,Passenger,1,0,1,7,8,12.50
May 31 2021,San Juan,WA,Passenger,423,131,554,14217,14771,3.75
May 31 2021,Santa Clara,CA,Passenger,7,3,10,256,266,3.76
May 31 2021,Sedgwick,KS,Passenger,0,1,1,84,85,1.18
May 31 2021,Snohomish,WA,Truck,1,0,1,126373,126374,0.00
June 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
June 30 2021,Wahkiakum,WA,Truck,0,0,0,1797,1797,0.00
July 31 2021,Bell,TX,Passenger,0,1,1,373,374,0.27
July 31 2021,Boone,MO,Passenger,0,1,1,9,10,10.00
July 31 2021,Calvert,MD,Passenger,0,2,2,87,89,2.25
July 31 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
March 31 2021,Bexar,TX,Passenger,4,5,9,542,551,1.63
March 31 2021,Chesapeake,VA,Passenger,0,3,3,399,402,0.75
March 31 2021,DeKalb,GA,Passenger,1,0,1,62,63,1.59
March 31 2021,El Paso,CO,Passenger,3,0,3,694,697,0.43
March 31 2021,Ferry,WA,Passenger,10,3,13,4349,4362,0.30
May 31 2021,Montgomery,OH,Passenger,0,1,1,57,58,1.72
May 31 2021,Montgomery,TN,Passenger,1,0,1,231,232,0.43
May 31 2021,New York,NY,Passenger,1,0,1,49,50,2.00
May 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
May 31 2021,Philadelphia,PA,Passenger,1,0,1,50,51,1.96
May 31 2021,Pierce,WA,Truck,0,0,0,145911,145911,0.00
May 31 2021,Polk,FL,Passenger,1,0,1,54,55,1.82
March 31 2021,Arlington,VA,Passenger,0,1,1,133,134,0.75
March 31 2021,Bartow,GA,Passenger,0,1,1,3,4,25.00
March 31 2021,Boulder,CO,Passenger,0,1,1,46,47,2.13
March 31 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
March 31 2021,Bucks,PA,Passenger,1,0,1,18,19,5.26
March 31 2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
March 31 2021,Charles,MD,Passenger,1,1,2,72,74,2.70
March 31 2021,Charleston,SC,Passenger,2,0,2,86,88,2.27
March 31 2021,Chelan,WA,Passenger,304,94,398,54539,54937,0.72
March 31 2021,Clallam,WA,Passenger,299,199,498,50127,50625,0.98
March 31 2021,Clark,NV,Passenger,3,3,6,641,647,0.93
March 31 2021,Clark,WA,Passenger,2578,1274,3852,320074,323926,1.19
May 31 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
May 31 2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
May 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
May 31 2021,Charleston,SC,Passenger,2,0,2,85,87,2.30
May 31 2021,Clark,WA,Passenger,2758,1366,4124,322009,326133,1.26
May 31 2021,District of Columbia,DC,Passenger,5,1,6,190,196,3.06
May 31 2021,Spokane,WA,Truck,0,0,0,102108,102108,0.00
May 31 2021,Washington,MD,Passenger,1,0,1,12,13,7.69
May 31 2021,Whatcom,WA,Passenger,1386,597,1983,151003,152986,1.30
May 31 2021,Wichita,TX,Passenger,1,0,1,37,38,2.63
June 30 2021,,,Passenger,5,2,7,463,470,1.49
June 30 2021,Island,WA,Truck,0,0,0,21628,21628,0.00
June 30 2021,Jefferson,NY,Passenger,0,1,1,209,210,0.48
June 30 2021,Kings,CA,Passenger,1,0,1,322,323,0.31
June 30 2021,Lewis,WA,Truck,0,0,0,26857,26857,0.00
June 30 2021,Los Angeles,CA,Passenger,10,11,21,880,901,2.33
June 30 2021,Mason,WA,Truck,0,0,0,21338,21338,0.00
April 30 2021,Yakima,WA,Truck,0,0,0,61661,61661,0.00
May 31 2021,Adams,WA,Truck,0,0,0,5374,5374,0.00
May 31 2021,Alameda,CA,Passenger,3,0,3,235,238,1.26
May 31 2021,Arlington,VA,Passenger,0,1,1,134,135,0.74
May 31 2021,Asotin,WA,Truck,0,0,0,6779,6779,0.00
May 31 2021,Carroll,MD,Passenger,0,1,1,19,20,5.00
May 31 2021,Charles,MD,Passenger,1,1,2,70,72,2.78
May 31 2021,Clallam,WA,Truck,1,0,1,22006,22007,0.00
July 31 2021,Champaign,IL,Passenger,1,0,1,11,12,8.33
July 31 2021,Clackamas,OR,Passenger,2,0,2,175,177,1.13
July 31 2021,Contra Costa,CA,Passenger,2,2,4,271,275,1.45
July 31 2021,Cook,IL,Passenger,1,0,1,188,189,0.53
July 31 2021,Douglas,CO,Passenger,0,1,1,76,77,1.30
July 31 2021,Douglas,WA,Passenger,100,51,151,28507,28658,0.53
July 31 2021,Ferry,WA,Truck,0,0,0,3646,3646,0.00
July 31 2021,Franklin,WA,Passenger,134,97,231,62064,62295,0.37
March 31 2021,Duval,FL,Passenger,0,2,2,346,348,0.57
March 31 2021,Fairfax,VA,Passenger,4,4,8,702,710,1.13
March 31 2021,Grant,WA,Truck,0,0,0,27768,27768,0.00
March 31 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
May 31 2021,Douglas,CO,Passenger,0,1,1,73,74,1.35
May 31 2021,Fresno,CA,Passenger,1,0,1,170,171,0.58
May 31 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
May 31 2021,Howard,MD,Passenger,0,1,1,63,64,1.56
May 31 2021,Jefferson,NY,Passenger,0,1,1,207,208,0.48
May 31 2021,Kitsap,WA,Passenger,1796,833,2629,180465,183094,1.44
May 31 2021,Leavenworth,KS,Passenger,0,1,1,125,126,0.79
March 31 2021,Larimer,CO,Passenger,1,0,1,53,54,1.85
March 31 2021,Leavenworth,KS,Passenger,0,1,1,125,126,0.79
March 31 2021,Missoula,MT,Passenger,1,0,1,62,63,1.59
March 31 2021,Nassau,FL,Passenger,1,0,1,31,32,3.12
May 31 2021,DuPage,IL,Passenger,1,0,1,54,55,1.82
May 31 2021,Erie,NY,Passenger,1,0,1,38,39,2.56
May 31 2021,Franklin,WA,Truck,0,0,0,20655,20655,0.00
May 31 2021,Garfield,WA,Passenger,0,2,2,1371,1373,0.15
May 31 2021,Hamilton,IN,Passenger,2,0,2,34,36,5.56
June 30 2021,Bell,TX,Passenger,0,1,1,378,379,0.26
June 30 2021,Bexar,TX,Passenger,3,4,7,522,529,1.32
June 30 2021,Carroll,MD,Passenger,0,1,1,19,20,5.00
June 30 2021,Clallam,WA,Truck,1,0,1,22027,22028,0.00
June 30 2021,Contra Costa,CA,Passenger,2,2,4,270,274,1.46
June 30 2021,Cook,IL,Passenger,1,0,1,194,195,0.51
March 31 2021,Garfield,WA,Truck,0,0,0,1011,1011,0.00
March 31 2021,Houston,GA,Passenger,1,0,1,45,46,2.17
March 31 2021,King,WA,Passenger,28533,8559,37092,1365321,1402413,2.64
March 31 2021,King,WA,Truck,6,1,7,184566,184573,0.00
March 31 2021,Kings,NY,Passenger,1,0,1,66,67,1.49
March 31 2021,Kittitas,WA,Passenger,146,55,201,29893,30094,0.67
March 31 2021,Kittitas,WA,Truck,0,0,0,14755,14755,0.00
May 31 2021,Richmond,GA,Passenger,0,1,1,82,83,1.20
May 31 2021,Richmond,NY,Passenger,1,0,1,8,9,11.11
May 31 2021,Sacramento,CA,Passenger,2,0,2,224,226,0.88
May 31 2021,San Mateo,CA,Passenger,1,0,1,101,102,0.98
May 31 2021,Shelby,OH,Passenger,0,1,1,1,2,50.00
May 31 2021,Skagit,WA,Truck,1,0,1,33061,33062,0.00
May 31 2021,Stevens,WA,Passenger,42,45,87,30566,30653,0.28
May 31 2021,Suffolk,VA,Passenger,1,0,1,123,124,0.81
May 31 2021,Travis,TX,Passenger,2,3,5,159,164,3.05
May 31 2021,Virginia Beach,VA,Passenger,3,0,3,621,624,0.48
May 31 2021,Whatcom,WA,Truck,4,0,4,43868,43872,0.01
July 31 2021,Hennepin,MN,Passenger,3,0,3,70,73,4.11
July 31 2021,Hillsborough,FL,Passenger,0,1,1,144,145,0.69
July 31 2021,Juneau,AK,Passenger,0,1,1,26,27,3.70
July 31 2021,Kittitas,WA,Passenger,166,68,234,29981,30215,0.77
July 31 2021,Klamath,OR,Passenger,1,0,1,26,27,3.70
July 31 2021,Lane,OR,Passenger,0,1,1,120,121,0.83
July 31 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
July 31 2021,Lincoln,WA,Truck,0,0,0,4760,4760,0.00
June 30 2021,Monterey,CA,Passenger,0,1,1,149,150,0.67
June 30 2021,Morris,NJ,Passenger,1,0,1,15,16,6.25
June 30 2021,New York,NY,Passenger,1,0,1,46,47,2.13
June 30 2021,Pacific,WA,Passenger,45,53,98,16059,16157,0.61
June 30 2021,Pend Oreille,WA,Passenger,14,7,21,9269,9290,0.23
June 30 2021,Pierce,WA,Truck,0,0,0,146090,146090,0.00
June 30 2021,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
June 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
June 30 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
June 30 2021,Richmond,GA,Passenger,0,1,1,82,83,1.20
June 30 2021,Skagit,WA,Truck,1,0,1,33032,33033,0.00
May 31 2021,Lincoln,WA,Truck,0,0,0,4755,4755,0.00
May 31 2021,Mason,WA,Truck,0,0,0,21343,21343,0.00
May 31 2021,Monterey,CA,Passenger,0,1,1,150,151,0.66
May 31 2021,Moore,NC,Passenger,0,1,1,134,135,0.74
May 31 2021,Morris,NJ,Passenger,1,0,1,14,15,6.67
May 31 2021,Norfolk,VA,Passenger,2,3,5,328,333,1.50
May 31 2021,Orange,CA,Passenger,4,3,7,430,437,1.60
May 31 2021,Pima,AZ,Passenger,2,1,3,287,290,1.03
March 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
March 31 2021,Prince William,VA,Passenger,1,1,2,211,213,0.94
March 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
March 31 2021,Sarasota,FL,Passenger,2,0,2,25,27,7.41
March 31 2021,Shelby,OH,Passenger,0,1,1,1,2,50.00
March 31 2021,Skamania,WA,Passenger,38,25,63,8307,8370,0.75
March 31 2021,Stevens,WA,Passenger,38,43,81,30324,30405,0.27
March 31 2021,Lincoln,WA,Passenger,5,13,18,7693,7711,0.23
March 31 2021,Montgomery,PA,Passenger,1,0,1,24,25,4.00
March 31 2021,Okanogan,WA,Passenger,57,35,92,26226,26318,0.35
March 31 2021,Okanogan,WA,Truck,0,0,0,16672,16672,0.00
March 31 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
March 31 2021,Pennington,SD,Passenger,1,0,1,31,32,3.12
March 31 2021,Penobscot,ME,Passenger,0,1,1,9,10,10.00
June 30 2021,Douglas,WA,Passenger,93,48,141,28522,28663,0.49
June 30 2021,Ferry,WA,Truck,0,0,0,3641,3641,0.00
June 30 2021,Frederick,MD,Passenger,1,1,2,68,70,2.86
June 30 2021,Grant,WA,Passenger,107,89,196,66983,67179,0.29
June 30 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
June 30 2021,Hillsborough,FL,Passenger,0,1,1,145,146,0.68
May 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
May 31 2021,Kern,CA,Passenger,0,1,1,213,214,0.47
May 31 2021,Kitsap,WA,Truck,0,0,0,54554,54554,0.00
May 31 2021,Lake,IL,Passenger,2,0,2,156,158,1.27
May 31 2021,Lewis,WA,Passenger,157,135,292,59809,60101,0.49
May 31 2021,Loudoun,VA,Passenger,1,0,1,74,75,1.33
May 31 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
May 31 2021,Mason,WA,Passenger,207,137,344,48119,48463,0.71
July 31 2021,Montgomery,MD,Passenger,3,1,4,214,218,1.83
July 31 2021,New Haven,CT,Passenger,0,2,2,29,31,6.45
July 31 2021,San Diego,CA,Passenger,17,7,24,2555,2579,0.93
July 31 2021,San Juan,WA,Passenger,443,139,582,14242,14824,3.93
May 31 2021,Whitman,WA,Passenger,60,44,104,22018,22122,0.47
May 31 2021,Yakima,WA,Truck,0,0,0,61686,61686,0.00
June 30 2021,Adams,WA,Truck,0,0,0,5386,5386,0.00
June 30 2021,Alameda,CA,Passenger,3,0,3,234,237,1.27
June 30 2021,Arlington,VA,Passenger,0,1,1,134,135,0.74
June 30 2021,Boone,MO,Passenger,0,1,1,9,10,10.00
June 30 2021,Boulder,CO,Passenger,0,1,1,44,45,2.22
June 30 2021,Bucks,PA,Passenger,1,0,1,16,17,5.88
June 30 2021,Camden,NJ,Passenger,0,1,1,15,16,6.25
June 30 2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11
June 30 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
June 30 2021,Charleston,SC,Passenger,1,0,1,85,86,1.16
June 30 2021,Clark,NV,Passenger,3,3,6,618,624,0.96
May 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
May 31 2021,Riverside,CA,Passenger,5,1,6,551,557,1.08
May 31 2021,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
May 31 2021,Sarasota,FL,Passenger,2,0,2,26,28,7.14
May 31 2021,Spartanburg,SC,Passenger,0,1,1,51,52,1.92
May 31 2021,Stafford,VA,Passenger,2,1,3,97,100,3.00
May 31 2021,Sumter,FL,Passenger,0,1,1,10,11,9.09
May 31 2021,Thurston,WA,Truck,0,0,0,56658,56658,0.00
June 30 2021,Kings,NY,Passenger,1,0,1,66,67,1.49
June 30 2021,Klickitat,WA,Passenger,70,51,121,15283,15404,0.79
June 30 2021,Lake,IL,Passenger,2,0,2,159,161,1.24
June 30 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
June 30 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
June 30 2021,Maricopa,AZ,Passenger,6,4,10,1131,1141,0.88
June 30 2021,Maui,HI,Passenger,1,0,1,26,27,3.70
June 30 2021,Montgomery,MD,Passenger,3,1,4,221,225,1.78
May 31 2021,Montgomery,TX,Passenger,1,1,2,43,45,4.44
May 31 2021,Nassau,FL,Passenger,1,0,1,30,31,3.23
May 31 2021,New London,CT,Passenger,1,2,3,229,232,1.29
May 31 2021,Nueces,TX,Passenger,1,0,1,78,79,1.27
May 31 2021,Orange,FL,Passenger,1,0,1,107,108,0.93
May 31 2021,Saginaw,MI,Passenger,1,0,1,8,9,11.11
May 31 2021,Salt Lake,UT,Passenger,0,2,2,169,171,1.17
May 31 2021,San Juan,WA,Truck,0,0,0,5924,5924,0.00
March 31 2021,Platte,MO,Passenger,1,0,1,17,18,5.56
March 31 2021,Queens,NY,Passenger,2,0,2,48,50,4.00
March 31 2021,Sacramento,CA,Passenger,2,0,2,235,237,0.84
March 31 2021,Santa Clara,CA,Passenger,7,2,9,262,271,3.32
March 31 2021,Suffolk,VA,Passenger,1,0,1,121,122,0.82
